-219,-252
-239,-321
-16,-236
-284,-306
-58,-144
-91,-168
-88,-347
-221,-331
-241,-280
-170,-320
-141,-192
-71,-314
-178,-276
-244,-317
-94,-115
-23,-183
-49,-99
-61,-200
-101,-332
-79,-242
-32,-105
-66,-238
-26,-84
-69,-258
-104,-260
-92,-300
-112,-267
-158,-289
-40,-312
-151,-262
-206,-279
-203,-290
-46,-305
-20,-132
-210,-308
-95,-330
-134,-343
-48,-106
-303,-313
-103,-250
-73,-251
-30,-37
-124,-155
-7,-247
-191,-327
-217,-257
-127,-131
-348,-350
-198,-325
-223,-338
-120,-169
-249,-318
-1,9
-53,7
-160,-177
-12,-307
-5,-147
-188,-199
-68,-270
-4,-211
-142,-281
-22,-121
-259,-301
-3,-324
-190,-286
-278,-285
-59,-349
-86,-209
-157,-215
-75,-240
-143,-186
-100,-137
-111,-197
-228,-268
-24,-156
-19,-128
-195,-243
-125,-214
-21,-248
-60,-342
-297,30
-118,-140
-81,-293
-64,-230
-277,-341
-27,-204
-119,64
-265,-311
-14,-89
-231,-264
-54,-346
-107,-175
-96,-126
-163,-202
-109,-133
-292,20
-98,-102
-149,56
-148,-233
-85,-171
-122,-287
-41,-83
-153,-269
-108,50
-57,45
-152,-201
-45,11
-113,61
14,52
-266,-335
-50,48
-194,-256
-245,-273
-51,-82
-271,32
-296,33
-165,31
-117,22
17,35
-63,77
-31,-154
-43,-315
-129,91
-67,-328
-10,41
-15,-87
-123,-299
-161,-291
-33,-150
-184,-213
13,51
-326,36
-56,81
-176,12
-162,27
-193,-322
-76,-93
-8,-90
-302,-333
-345,25
-6,-283
-263,-275
-62,-189
-234,5
-173,-272
-329,-340
-274,-294
19,44
-36,55
-74,-145
-174,89
-196,102
-316,53
-298,42
-116,39
96,105
28,40
-130,-334
-159,-232
-172,-182
-77,76
-97,63
8,34
15,104
18,68
-304,153
43,92
21,72
-25,16
69,128
-72,-220
-2,-164
24,88
-181,46
-39,23
-110,118
-38,-310
-336,115
-78,10
-323,106
-344,49
-222,3
-17,38
-229,37
-11,4
-235,97
-52,-288
-136,-216
-227,59
-29,74
-207,124
-226,101
6,58
73,139
-237,1
-282,-337
-35,111
-146,-339
-9,142
-138,127
-44,-166
-319,54
82,184
-18,119
-80,66
-13,100
-187,78
-167,138
-65,197
-42,157
95,137
-253,145
57,148
-309,86
47,178
-70,154
-28,-218
85,175
-246,188
-254,144
129,168
141,161
90,149
79,140
116,193
-34,126
-225,131
-255,2
-261,202
-47,176
62,94
-185,125
-55,177
-114,75
123,201
98,186
-212,26
-295,71
29,143
122,135
103,180
112,199
171,189
60,108
134,162
-180,80
152,155
110,121
117,211
113,167
-205,194
156,160
107,185
-139,130
84,159
136,223
163,208
-179,191
-224,146
70,164
183,209
-208,216
65,93
179,214
182,200
99,151
181,205
114,221
174,212
195,229
239,248
166,172
196,267
169,213
207,259
67,109
-135,269
83,250
133,147
87,173
192,203
225,260
215,230
158,234
120,242
198,237
190,238
228,232
231,257
150,233
165,219
210,224
243,287
218,254
187,251
241,246
244,255
226,247
236,266
222,271
204,284
206,272
235,249
252,264
256,276
265,288
132,263
170,289
280,290
258,294
268,277
217,283
227,293
274,301
253,270
240,275
291,297
245,282
292,307
261,279
220,281
278,285
286,295
304,321
302,310
312,318
299,313
308,309
315,322
296,314
262,329
298,316
305,311
300,320
306,330
273,324
317,319
303,333
323,332
326,328
325,331
327,337
334,339
335,342
336,340
338,344
341,343
345,347
346,348
