-171,-233
-8,-69
-5,-48
-413,-431
-42,-175
-4,-217
-168,-318
-146,-406
-158,-236
-116,-167
-12,-115
-200,-279
-112,-136
-181,-192
-198,-266
-306,-398
-35,-371
-247,-365
-213,-455
-165,-417
-361,-367
-83,-313
-109,-142
-84,-275
-54,-170
-190,-440
-384,-388
-132,-314
-131,-359
-286,-353
-91,-234
-150,6
-191,-251
-138,-448
-145,-400
-135,-250
-78,-435
-128,-267
-325,12
-194,-312
-58,-96
-372,-376
-196,-426
-324,-407
-30,-100
-117,-172
-156,-302
-50,-98
-126,-391
-13,-15
-373,-421
-157,-385
-293,36
-45,-226
-34,-64
-383,17
-161,-273
-212,-422
-63,-225
-355,-446
-307,-331
-89,-309
-219,-374
-207,-438
-206,-328
-179,-274
-178,-395
-88,-155
-11,-159
-129,-370
-252,-290
-139,-288
-36,-427
-261,-379
-397,22
-120,-199
-90,-106
-133,-303
-258,9
-452,74
-278,-366
-32,-287
-162,-321
-154,-208
-249,-285
-320,-329
-237,-336
-107,-203
-297,45
-296,63
-209,-284
-143,27
-19,-122
-113,-457
-77,11
-105,-245
-3,-430
-7,-110
-295,-343
-268,-340
-33,-437
-301,-401
-148,-368
-223,-450
-399,29
-211,-339
-246,-350
-94,-330
-10,-349
-24,42
-202,-216
-75,-144
-326,-386
26,97
-221,-375
-195,15
-1,-182
-377,5
-26,-124
-66,-186
-25,-351
-37,58
-53,33
-149,-201
-51,-95
-79,-315
-210,65
-2,-332
-72,-241
-369,-403
-28,35
-300,47
-304,-460
-451,48
-20,-269
-163,-410
-9,-255
-23,-65
-102,18
-441,28
-389,-445
-429,21
-16,-409
-356,31
-447,110
-342,20
-185,55
-305,-311
-17,-224
-345,70
-187,-239
-49,-414
-344,-412
-97,-114
-108,88
37,46
-402,-434
-93,-461
-308,38
-80,-262
-21,-193
-232,-433
-215,-263
-57,-189
-137,2
-393,-436
-134,-338
-104,-174
-428,60
-335,133
-47,-323
-458,123
-277,-382
-86,-380
-242,93
-220,-316
-289,101
-425,129
-265,-439
-74,-256
-73,77
-354,-424
-18,-253
-68,-240
-67,-294
-55,112
-6,-280
-327,-405
-166,-214
-152,56
-125,13
-453,51
-381,166
-341,1
14,34
-362,-443
-119,-322
-177,137
-259,-346
-281,25
-92,95
-118,59
-76,-459
-180,64
-99,138
-43,108
-222,-257
-61,-230
-70,171
-31,81
-14,-127
3,113
-276,66
-271,177
-147,94
-130,-244
-164,-348
-197,-347
-183,118
-357,161
-337,105
-123,-254
-444,119
7,73
10,143
-44,-260
-270,-291
82,124
-364,100
-38,8
-283,104
141,179
-141,-456
-408,-442
75,154
-60,71
-41,-204
19,155
-29,-298
-235,146
-319,87
-227,142
-387,90
-62,107
-238,173
-292,-360
-218,159
-56,-415
-205,106
-176,-396
-85,-231
-101,-184
-59,24
-416,139
49,86
-394,41
79,226
134,243
-111,191
-27,-52
-81,247
23,57
-160,84
121,151
-392,78
-103,67
-228,111
-140,164
-317,72
-169,136
-121,44
-449,204
-272,209
-378,128
-173,195
-334,68
-299,52
76,260
50,92
-454,122
62,120
-363,162
-87,207
115,254
43,80
-39,114
208,228
163,206
-390,117
91,125
-352,190
-243,-310
147,149
-358,194
30,109
-420,252
-188,131
-46,180
-248,236
-151,102
130,145
-22,-411
189,235
-40,39
-264,61
40,222
-418,-423
32,223
-82,183
203,219
-404,175
126,253
157,182
85,272
98,144
198,256
-153,193
158,178
96,268
-282,289
132,221
213,218
-71,170
127,305
148,261
69,153
169,197
199,304
172,192
4,160
214,232
150,271
196,263
135,212
99,258
181,257
-419,249
270,283
286,293
-229,205
176,255
217,266
184,250
259,265
187,211
290,317
116,241
53,186
200,202
225,229
246,308
152,288
174,227
89,301
275,285
54,309
248,281
83,239
282,334
-432,306
237,242
234,295
238,291
-333,264
251,274
201,333
140,224
233,276
244,326
245,294
167,185
210,284
16,103
188,299
279,330
215,313
262,318
165,316
240,278
298,358
320,373
267,344
315,346
231,370
269,327
156,340
220,314
287,362
312,360
280,319
277,366
168,302
332,349
339,345
303,377
292,371
310,328
297,375
337,376
273,379
331,335
355,382
323,350
338,342
352,357
296,356
230,354
311,325
348,374
329,381
300,336
341,364
343,392
307,367
347,385
353,361
368,380
372,408
363,395
321,399
351,405
216,390
324,402
378,396
359,407
414,415
365,401
322,400
406,420
383,387
394,417
388,403
397,410
393,432
386,413
411,416
409,427
412,430
423,425
384,398
369,428
389,424
391,438
404,426
421,422
419,440
418,433
439,441
437,442
431,444
429,443
435,436
434,448
446,447
445,449
451,452
450,454
453,456
455,458
457,459
