-16,-131
-103,-168
-56,-170
-34,-128
-47,-73
-38,-121
-116,-138
-24,-134
-77,-192
-18,-35
-9,-224
-147,-196
-100,-209
-15,-140
-120,-136
-81,-125
-187,-223
-83,-144
-101,-193
-57,-166
-153,-207
-4,-163
-46,-69
-98,-154
-8,-23
-43,-201
-26,-149
-105,-137
-99,-172
-108,-181
-85,-92
-167,-191
-3,-63
-107,6
-202,-213
-118,-215
-113,-158
-7,-10
-64,-114
-17,-135
-21,-58
-13,-52
20,25
-106,-198
-11,-208
-2,-5
-67,-132
-1,-204
-19,-61
-133,-188
-90,-194
-76,5
-27,-30
-42,-159
-71,-164
-89,-203
-44,-139
-217,-218
-143,-152
-141,-226
-40,-112
-28,-173
-145,3
-45,-165
-126,-160
-78,-119
-36,-117
-25,27
-225,21
1,52
-175,-212
-184,-206
-115,-150
-49,-75
-32,44
-124,-171
-86,43
-29,-220
-142,28
-54,-95
-50,-161
-148,-180
-68,-195
-157,-221
-182,4
-122,-190
-59,30
-176,7
-31,49
-55,2
-60,22
-48,12
-80,-88
-12,56
-178,-179
-197,14
-41,-216
10,17
23,74
-96,66
19,69
-94,83
-33,-51
-102,-155
-84,-185
-93,18
-97,-183
-146,34
-66,-87
-130,45
-14,-20
48,93
-110,8
-53,-111
-62,-199
-186,35
-39,75
-219,55
73,87
-72,-156
-177,26
-74,15
-37,-162
59,76
-82,39
37,71
40,53
-189,95
-6,60
-70,78
-91,16
-104,64
-22,-151
-205,84
58,80
-123,79
57,85
-200,29
54,113
50,104
38,129
-65,109
-214,70
88,106
68,126
-129,96
-127,11
-79,98
97,105
65,91
-109,127
41,101
32,99
82,133
24,117
-222,62
33,92
51,102
36,108
72,90
61,125
42,136
77,100
94,115
67,110
130,148
-169,118
81,134
31,121
46,168
-210,107
47,153
86,150
135,151
89,159
138,143
114,157
63,145
103,128
120,122
149,160
140,141
116,144
124,137
132,146
9,111
131,171
162,163
142,156
112,185
-211,123
139,165
152,174
-174,147
166,176
169,177
13,173
119,182
155,158
167,170
178,184
164,190
161,181
180,199
172,183
189,198
175,195
186,187
154,205
179,193
197,207
192,201
200,209
188,191
196,208
194,211
202,203
204,210
206,215
212,217
213,214
216,221
218,219
220,223
222,224
