-9,-32
-126,-165
-15,-206
-174,-177
-18,-201
-39,-188
-86,-121
-140,-150
-127,-147
-107,-222
-119,-160
-10,-61
-137,-193
-114,-230
-31,-181
-47,-225
-157,-218
-43,-194
-109,-210
-146,-151
-72,9
-37,-125
-50,1
-49,-209
-110,-111
-144,-148
-88,-161
-38,-99
-156,14
-7,-113
-4,-228
-172,-231
-40,-175
-85,-178
-46,-211
-83,-189
-69,-237
-120,-122
-19,-238
-48,-232
-98,-216
-27,-171
-180,-234
-3,-149
-74,-104
-2,-25
-8,-173
-87,-153
-62,-129
-106,-162
-97,-164
-56,-185
-73,-84
-117,-130
-71,-213
-195,-205
-215,-236
-42,-223
-166,13
-190,-214
-96,-199
-112,-128
-41,-57
-22,-217
-152,20
-92,-207
-30,-102
-20,12
-17,-235
-203,52
-14,-196
-219,-224
-5,-141
-55,-77
-100,-212
-64,-82
-89,-133
-36,-131
-13,-168
-81,-135
-24,-155
-34,-154
-1,-208
-143,5
-204,-221
-67,-186
-16,65
-95,-167
-159,-184
-29,3
-35,-233
-90,-170
-53,-80
-63,-179
-91,46
-75,-169
-183,-227
-197,40
-78,-123
-58,48
-79,25
-66,-226
-59,-94
-187,2
-76,31
24,77
-70,63
-26,75
-138,44
-158,21
-11,78
23,101
-116,41
-163,19
7,26
-21,-45
-139,-229
-200,68
-93,28
-54,-105
-220,51
-101,85
-182,4
-60,-68
-6,27
49,64
-65,-108
-52,102
-28,62
22,59
-124,47
-198,57
17,91
15,36
-191,86
-51,107
32,43
-118,127
73,125
6,56
-23,8
-136,71
35,81
18,95
-12,34
89,106
-132,80
11,137
-142,100
10,60
87,116
37,72
-115,-202
74,92
-44,42
39,61
76,97
-103,124
33,70
45,55
88,110
54,83
-145,30
93,109
84,136
50,120
16,111
69,145
118,162
29,135
67,104
53,99
58,142
-134,108
96,138
113,140
-176,121
103,114
98,149
128,166
105,147
115,148
66,146
38,129
123,155
82,152
122,150
131,153
144,170
143,174
117,184
157,161
94,141
126,151
79,90
133,171
132,163
134,176
159,164
-192,173
130,160
112,181
154,188
168,172
-33,177
165,199
119,201
156,187
179,196
139,195
178,190
169,193
182,185
186,197
158,189
183,205
167,212
194,200
202,203
211,213
175,210
204,207
191,206
192,209
198,217
214,221
180,215
208,220
218,223
219,228
225,227
216,222
224,229
230,232
226,231
233,235
234,236
