-260,-278
-127,-177
-93,-170
-176,-202
-18,-292
-10,-28
-124,-246
-179,-249
-211,-230
-79,-84
-40,-54
-175,2
-185,-256
-1,-205
-85,-171
-74,-111
-114,-268
-86,-286
-129,-269
-76,-235
-36,-252
-258,-261
-97,-192
-92,-240
-25,-123
-13,-21
-3,-184
-158,-229
-115,-116
-142,-215
-15,-227
-73,-259
-32,-225
-200,-248
-112,8
-46,-198
-242,-294
-66,-275
-24,-191
-106,-239
-120,-140
-7,-130
-20,-166
-95,-173
-233,-262
-210,-237
-37,-59
-110,-165
-17,-133
-101,-157
-155,-251
-71,-141
-113,-282
-58,-63
-77,-119
-108,-178
-285,44
-187,-199
-99,-163
-164,14
-151,-183
-102,-156
-107,-289
-221,-236
-44,-264
-38,-159
-68,-247
-169,-214
-47,-121
-90,-293
-109,-277
-89,-117
-138,-287
-65,-75
-272,-288
-136,-186
-56,-209
-29,-255
-78,-96
-12,-105
-72,-122
-82,-203
-150,-274
-8,9
-31,21
-98,-144
-168,74
-30,51
-5,-273
-55,-160
-206,-265
-41,-226
-196,-222
-61,-263
-62,-132
-48,-146
-45,20
-149,-188
-181,-189
-43,-148
-180,-193
-35,26
-195,40
-216,-266
33,65
-27,7
-207,17
-224,-254
-88,-213
-26,-52
-231,-284
-53,69
-51,-208
-279,5
-9,-137
-162,4
-154,72
-228,52
-33,38
-270,93
-100,30
-34,-103
85,86
-83,-143
-152,-182
-245,70
-125,-126
-174,84
-14,-212
-104,-219
-280,53
24,42
-81,73
-2,-190
34,82
-118,-290
-234,105
-50,102
3,15
16,36
-23,64
78,111
11,41
25,49
-60,77
-16,99
-128,-135
-139,-232
-49,-250
-87,-218
-267,75
-19,-70
6,68
29,35
-291,79
-42,60
-39,-283
-161,101
-167,56
-194,66
-22,-134
-257,57
13,108
-64,110
39,133
-67,91
-238,-243
-204,103
-295,96
-145,149
54,117
58,148
-57,61
-153,50
-69,130
98,100
-201,88
46,140
-131,31
128,156
71,121
-91,157
-94,155
109,125
10,43
19,48
-271,1
-80,159
-223,161
22,180
37,97
28,120
47,89
45,124
81,132
106,122
55,153
23,104
32,115
90,168
27,63
-197,113
-244,118
-241,87
-4,-172
67,158
-147,114
-11,136
62,127
59,170
92,147
131,204
138,143
95,184
150,162
76,83
126,172
-217,207
80,171
12,134
173,196
-281,179
169,175
-6,-253
152,167
154,165
94,107
176,216
129,185
123,195
18,160
151,186
144,182
137,145
164,205
139,220
135,191
163,178
208,227
112,203
142,218
194,214
-276,190
119,146
-220,231
192,197
187,211
174,209
193,198
116,238
141,232
166,234
221,226
219,249
237,252
177,240
181,215
200,250
246,248
210,243
183,213
199,233
188,189
206,239
212,217
229,244
242,251
235,263
223,236
247,256
230,260
254,262
224,259
201,266
202,225
241,258
253,264
261,265
255,257
228,277
269,278
222,267
270,272
268,275
273,274
280,282
245,279
271,276
283,288
281,287
284,286
285,289
290,291
292,293
