-186,-244
-211,-227
-10,-97
-18,-239
-79,-157
-38,-66
-41,-256
-93,-178
-105,-201
-45,-248
-42,-53
-61,-238
-131,-241
-12,-146
-98,-106
-51,-185
-30,-122
-24,-208
-108,-123
-204,5
-15,-179
-17,-222
-1,-167
-141,-150
-188,-250
-111,-217
-25,-214
-23,-94
-74,-253
-104,-240
-86,-206
-80,-168
-137,-143
-28,-100
-130,-226
-91,-139
-60,-182
-57,-92
-46,-236
-166,-233
-31,-202
-124,-191
-229,-257
-245,36
-37,-62
-109,-219
-22,-175
-43,-232
-154,-172
-96,-237
-147,25
-13,-249
-4,-68
-6,-99
-151,-170
-36,-181
-142,8
-56,-152
-2,-132
-16,-215
-88,-162
-199,18
-7,-121
-29,34
-149,3
-47,-174
-126,-155
-193,-246
-32,-235
-95,-200
-58,58
-164,-203
-19,-64
-81,-207
-78,1
-70,-110
-5,-197
-87,6
-242,22
-90,-252
-213,19
-26,13
-171,-176
-75,60
-160,35
-8,-48
-127,4
-21,-40
-107,2
-180,12
-3,-119
-83,-158
-39,-135
-20,-218
-189,-228
-76,-116
-67,-221
-145,-230
-72,-134
-183,78
-118,-220
-136,-194
-195,30
-89,-205
-33,9
-73,-254
-114,-209
-77,-120
-258,67
-9,-55
-34,-163
-113,-198
-210,-231
-14,45
38,47
-138,-156
40,54
-54,10
-52,44
-44,43
-192,107
-11,69
-63,103
11,31
-49,20
-247,7
-84,92
-65,105
17,63
-133,-223
-102,51
65,119
39,74
-165,49
-173,96
56,110
-129,-144
-115,-128
-71,-85
37,61
-216,90
21,88
-103,-169
-187,86
-117,27
-153,33
-112,52
64,81
-243,-251
-35,-161
29,140
-177,87
50,82
-148,115
-140,94
-255,48
72,83
-50,53
-159,134
68,131
41,124
-82,-224
-196,28
75,91
16,70
-125,120
104,138
76,77
99,132
102,116
32,125
79,84
24,145
62,85
42,57
89,155
55,127
15,158
-225,26
46,113
-69,141
-101,126
-212,136
114,128
71,137
23,133
95,106
-184,162
142,165
100,111
98,171
157,164
93,144
-59,66
59,168
130,148
108,154
122,143
151,181
101,186
123,146
156,161
-27,-234
14,80
-190,73
129,185
172,180
152,182
97,153
195,196
109,187
159,163
166,190
160,174
150,170
112,121
139,167
203,208
177,193
118,176
135,147
169,214
175,202
173,200
117,188
191,221
178,197
194,205
209,216
179,219
184,211
206,213
192,215
199,220
204,212
201,210
183,207
198,224
229,232
222,223
231,238
149,217
234,235
226,237
189,227
225,230
228,240
218,233
241,242
243,245
236,239
244,247
246,248
249,252
250,251
254,255
253,256
